
---------- Begin Simulation Statistics ----------
simSeconds                                   0.405170                       # Number of seconds simulated (Second)
system.cpu.branchPred.committed_0::CallDirect      9920904      5.99%     11.99% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect        15090      0.01%     12.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond    138959608     83.91%     95.91% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond      6778116      4.09%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond         3436      0.00%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total    165613120                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return        32715      0.14%      0.14% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect       367453      1.61%      1.75% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect         3072      0.01%      1.77% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond     22009107     96.52%     98.29% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond       389171      1.71%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond          365      0.00%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total     22801883                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget    107448531     42.87%     42.87% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB    127926688     51.04%     93.91% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS     15229269      6.08%     99.99% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect        24843      0.01%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total    250629331                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch     10986373     39.04%     39.04% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return     17120712     60.84%     99.87% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect        33690      0.12%     99.99% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect         1888      0.01%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total     28142663                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted         207941523                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken    107084863                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect          28142663                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss        2110003                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.NotTakenMispredicted     19723641                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.TakenMispredicted       8419022                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.BTBLookups            250629331                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates             19686215                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits               192901254                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.769668                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted         2536557                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups           32808                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits              24843                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             7965                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return     15229269      6.08%      6.08% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect     15237569      6.08%     12.16% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect        28336      0.01%     12.17% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond    207941523     82.97%     95.14% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond     12188162      4.86%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond         4472      0.00%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total    250629331                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return     15117802     26.19%     26.19% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect       660044      1.14%     27.33% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect        27424      0.05%     27.38% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond     41562036     72.00%     99.38% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond       356300      0.62%     99.99% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     99.99% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond         4471      0.01%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total      57728077                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect       633461      3.22%      3.22% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%      3.22% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond     18518564     94.07%     97.29% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond       534190      2.71%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total     19686215                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect       633461      3.22%      3.22% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%      3.22% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond     18518564     94.07%     97.29% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond       534190      2.71%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total     19686215                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED 405169940000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.indirectBranchPred.lookups        32808                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits        24843                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses         7965                       # Number of misses (Count)
